objectid,parentid,title,description,coverage,isPartOf,creator,publisher,source,date,type,format,extent,language,relation,rights,license,display_template,object_location,image_small,image_thumb,image_alt_text
abb36352,,"Goldene Altartafel, vor 1019, Gesamtansicht","Die Tafel diente als Verkleidung der Altarvorderseite bei hohen Kirchenfesten. Sie gilt als Höhepunkt mittelalterlicher Goldschmiedekunst. Wie das Heinrichskreuz soll Heinrich II. sie dem Münster 1019 geschenkt haben. In der Mitte steht der segnende Christus, begleitet von Benedikt von Nursia und den Erzengeln Michael, Gabriel und Raphael (von links nach rechts). Die Tafel und ihre Masse von 120× 177 Zentimetern bei ungefähr 50 Kilogramm Gewicht beeindrucken bis heute. Wie das Heinrichskreuz wurde die Tafel 1836 versteigert und verkauft. Sie befindet sich heute im Musée de Cluny in Paris. Der Heiligenschein von Christus besteht im Gegensatz zu demjenigen der anderen Heiligen aus Edelsteinen und vier antiken Gemmen (Edelsteinen mit eingeschnittenen Motiven). Heinrich II. und Kunigunde knien demütig auf einem mit Pflanzen bewachsenen Hügel und berühren die Füsse von Christus. Sie haben teil an der majestätischen Ausstrahlung des Gottessohnes. Ihre Kronen wurden vielleicht im 19. Jahrhundert hinzugefügt.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/cc27767545fd2780ff08a92cd462e8e7c8487142.jpg,objects/cc27767545fd2780ff08a92cd462e8e7c8487142.jpg,
m36352,abb36352,"Goldene Altartafel, vor 1019, Gesamtansicht","Die Tafel diente als Verkleidung der Altarvorderseite bei hohen Kirchenfesten. Sie gilt als Höhepunkt mittelalterlicher Goldschmiedekunst. Wie das Heinrichskreuz soll Heinrich II. sie dem Münster 1019 geschenkt haben. In der Mitte steht der segnende Christus, begleitet von Benedikt von Nursia und den Erzengeln Michael, Gabriel und Raphael (von links nach rechts). Die Tafel und ihre Masse von 120× 177 Zentimetern bei ungefähr 50 Kilogramm Gewicht beeindrucken bis heute. Wie das Heinrichskreuz wurde die Tafel 1836 versteigert und verkauft. Sie befindet sich heute im Musée de Cluny in Paris. Der Heiligenschein von Christus besteht im Gegensatz zu demjenigen der anderen Heiligen aus Edelsteinen und vier antiken Gemmen (Edelsteinen mit eingeschnittenen Motiven). Heinrich II. und Kunigunde knien demütig auf einem mit Pflanzen bewachsenen Hügel und berühren die Füsse von Christus. Sie haben teil an der majestätischen Ausstrahlung des Gottessohnes. Ihre Kronen wurden vielleicht im 19. Jahrhundert hinzugefügt.",Mittelalter,,,[Musée de Cluny](https://www.musee-moyenage.fr/),[Cl. 2350](https://www.musee-moyenage.fr/en/collection/altar-frontal-from-basel-cathedral.html),1019,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪9381 x 6499‬,de,,"In Copyright, Michel Urtadov",http://rightsstatements.org/vocab/InC/1.0/,image,https://omeka.unibe.ch/files/original/cc27767545fd2780ff08a92cd462e8e7c8487142.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb37114,,"Sogenannte Kaiserpaarmonstranz, um 1350","Für einen Teil der aus Bamberg bezogenen Reliquien liess das Basler Domkapitel die sogenannte Kaiserpaarmonstranz anfertigen. Die den Turmhelm des Reliquiars begleitenden Figuren sind mit jenen Attributen versehen, die für alle nachfolgenden Darstellungen der beiden Heiligen im Basler Bistum massgeblich wurden: Heinrich erscheint wie bereits am Münsterportal mit Szepter und Kirchenmodell und wird damit als Stifter oder zumindest als Förderer des Münsterbaus vorgeführt – eine Rolle, die ihm damals auch die teilweise von Bamberg übernommenen liturgischen Texte zuwiesen. Kunigunde hält in den Händen ein Kreuz, während sie beim Münsterportal ursprünglich ohne spezifisches Attribut dargestellt war.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/6991603d461a1eb719c855d85597e11d522e2c28.jpg,objects/6991603d461a1eb719c855d85597e11d522e2c28.jpg,
m37114,abb37114,"Sogenannte Kaiserpaarmonstranz, um 1350","Für einen Teil der aus Bamberg bezogenen Reliquien liess das Basler Domkapitel die sogenannte Kaiserpaarmonstranz anfertigen. Die den Turmhelm des Reliquiars begleitenden Figuren sind mit jenen Attributen versehen, die für alle nachfolgenden Darstellungen der beiden Heiligen im Basler Bistum massgeblich wurden: Heinrich erscheint wie bereits am Münsterportal mit Szepter und Kirchenmodell und wird damit als Stifter oder zumindest als Förderer des Münsterbaus vorgeführt – eine Rolle, die ihm damals auch die teilweise von Bamberg übernommenen liturgischen Texte zuwiesen. Kunigunde hält in den Händen ein Kreuz, während sie beim Münsterportal ursprünglich ohne spezifisches Attribut dargestellt war.",Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"[Historisches Museum Basel, Inv. 1933.158.](https://www.hmb.ch/museen/sammlungsobjekte/bild-download/d/kaiserpaar-monstranz-aus-dem-basler-muensterschatz/19568/)",1350~,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1956 x 3621‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 1933.158., Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/6991603d461a1eb719c855d85597e11d522e2c28.jpg,objects/6991603d461a1eb719c855d85597e11d522e2c28.jpg,objects/6991603d461a1eb719c855d85597e11d522e2c28.jpg,
m37114b,abb37114,Detail eines Emaillebildes vom Fuss der Monstranz mit Darstellung der ‹Pflugscharprobe›,"Am Fuss des Gefässes befinden sich Emaillebilder, die die Wundertaten der beiden Heiligen erzählen. Gezeigt wird unter anderem die Vorgeschichte der sogenannten Pflugscharprobe. Der Teufel fühlt sich durch die ‹jungfräuliche› Ehe der beiden provoziert. Er nimmt die Gestalt eines Ritters an, der sich – vor den neugierigen Augen von Kunigundes Gefolge – aus der ehelichen Kammer stiehlt. Um ihren Ruf zu retten, stellt sich Kunigunde dem Gottesurteil und besteht es.",Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"[Historisches Museum Basel, Inv. 1933.158.](https://www.hmb.ch/museen/sammlungsobjekte/bild-download/d/kaiserpaar-monstranz-aus-dem-basler-muensterschatz/19580/)",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1312 x 1331‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 1933.158., Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/c3682c291c12b487576e640c3b709cc5faefe237.jpg,objects/c3682c291c12b487576e640c3b709cc5faefe237.jpg,objects/c3682c291c12b487576e640c3b709cc5faefe237.jpg,
abb34208,,"Statuen der Kaiserin Kunigunde und des Kaisers Heinrich II., um 1280/1285, Westportal des Basler Münsters","Die Statuen waren ursprünglich farbig gefasst; Blau bildete den Grundton. Das Kreuz, das die Kaiserin in ihren Händen hält, wurde erst im 19. Jahrhundert hinzugefügt.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/b340c3dc445aa7458538dbc53a97b62eb10f6119.jpg,objects/b340c3dc445aa7458538dbc53a97b62eb10f6119.jpg,
m34208,abb34208,"Statuen der Kaiserin Kunigunde und des Kaisers Heinrich II., um 1280/1285, Westportal des Basler Münsters","Die Statuen waren ursprünglich farbig gefasst; Blau bildete den Grundton. Das Kreuz, das die Kaiserin in ihren Händen hält, wurde erst im 19. Jahrhundert hinzugefügt.",Mittelalter,,,[Kantonale Denkmalpflege Basel-Stadt](https://www.bs.ch/bvd/staedtebau-architektur/denkmalpflege),,1280/1285,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5467 x 8200,de,,"In Copyright, Peter Schulthess",http://rightsstatements.org/vocab/InC/1.0/,image,https://omeka.unibe.ch/files/original/b340c3dc445aa7458538dbc53a97b62eb10f6119.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb37958,,"Fassade des Rathauses, Uhr mit Figurenschmuck, 1511/12","Nach dem Beitritt Basels zur Eidgenossenschaft im Jahre 1501 beschloss der Rat, das alte, baufällige Rathaus zu ersetzen. Die Renovation betraf auch die Erneuerung der seit 1407 vorhandenen Uhr. Sie wurde unter den Schutz der Stadtpatrone Maria (in der Mitte) sowie Heinrich und Kunigunde (links und rechts) gestellt. Im Zeitalter der Konfessionalisierung war die Statue der Maria nicht mehr erwünscht. Ihre Skulptur wurde 1608 umgearbeitet; sie zeigt seither die Justitia mit der Waage, dem Sinnbild für Gerechtigkeit.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/c7e1b7bff7b83527b38c33775e89c47c3fa666f8.jpg,objects/c7e1b7bff7b83527b38c33775e89c47c3fa666f8.jpg,
m37958,abb37958,"Fassade des Rathauses, Uhr mit Figurenschmuck, 1511/12","Nach dem Beitritt Basels zur Eidgenossenschaft im Jahre 1501 beschloss der Rat, das alte, baufällige Rathaus zu ersetzen. Die Renovation betraf auch die Erneuerung der seit 1407 vorhandenen Uhr. Sie wurde unter den Schutz der Stadtpatrone Maria (in der Mitte) sowie Heinrich und Kunigunde (links und rechts) gestellt. Im Zeitalter der Konfessionalisierung war die Statue der Maria nicht mehr erwünscht. Ihre Skulptur wurde 1608 umgearbeitet; sie zeigt seither die Justitia mit der Waage, dem Sinnbild für Gerechtigkeit.",Mittelalter,,,[Kantonale Dekmalpflege Basel-Stadt](https://www.bs.ch/bvd/staedtebau-architektur/denkmalpflege),,1511/1512,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,4958 x 4796,de,,"In Copyright, Ludwig Bernauer",http://rightsstatements.org/vocab/InC/1.0/,image,https://omeka.unibe.ch/files/original/c7e1b7bff7b83527b38c33775e89c47c3fa666f8.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb37961,,"Basel, königliche ostfränkische Münzstätte. Ludwig IV. ‹das Kind› (reg. 899–911), Denar, 1,55 g, Durchmesser 24,0 mm, Avers (Vorderseite) und Revers (Rückseite)","Um 900 bis ca. 1006 prägten die Könige Münzen in Basel. Der letzte ostfränkische Karolinger, Ludwig IV. ‹das Kind›, ist für den ersten, in nur fünf Exemplaren bekannten Münztyp verantwortlich, der um ca. 900−911 datiert.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/d0c7bfd98008d7fbba20e1ba98d626ff530f7d8b.jpg,objects/d0c7bfd98008d7fbba20e1ba98d626ff530f7d8b.jpg,
m37961,abb37961,"Basel, königliche ostfränkische Münzstätte. Ludwig IV. ‹das Kind› (reg. 899–911), Denar, 1,55 g, Durchmesser 24,0 mm, Avers (Vorderseite)","Um 900 bis ca. 1006 prägten die Könige Münzen in Basel. Der letzte ostfränkische Karolinger, Ludwig IV. ‹das Kind›, ist für den ersten, in nur fünf Exemplaren bekannten Münztyp verantwortlich, der um ca. 900−911 datiert.",Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 1903.836.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,1756 x 1740,,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 1903.836., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/d0c7bfd98008d7fbba20e1ba98d626ff530f7d8b.jpg,objects/d0c7bfd98008d7fbba20e1ba98d626ff530f7d8b.jpg,objects/d0c7bfd98008d7fbba20e1ba98d626ff530f7d8b.jpg,
m37961,abb37961,"Basel, königliche ostfränkische Münzstätte. Ludwig IV. ‹das Kind› (reg. 899–911), Denar, 1,55 g, Durchmesser 24,0 mm, Revers (Rückseite)","Um 900 bis ca. 1006 prägten die Könige Münzen in Basel. Der letzte ostfränkische Karolinger, Ludwig IV. ‹das Kind›, ist für den ersten, in nur fünf Exemplaren bekannten Münztyp verantwortlich, der um ca. 900−911 datiert.",Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 1903.836.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,1738 x 1740,,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 1903.836., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/5ece1e08824415848ff2ae095476a623b9f5ea8f.jpg,objects/5ece1e08824415848ff2ae095476a623b9f5ea8f.jpg,objects/5ece1e08824415848ff2ae095476a623b9f5ea8f.jpg,
abb37979,,"Basel, bischöfliche Münzstätte. Adalbero II. (reg. 999–1025), Pfennig (Denar), 0,69 g, Durchmesser 21,9 mm, Avers und Revers",Die offizielle Münzprägung der Basler Bischöfe setzt erst um 1010−1020 mit Bischof AdalberoII ein. Das königliche Münzrecht muss um die Zeit zwischen 1006 und 1014 an den Basler Bischof übergegangen sein. Ausserdem stand den Bischöfen spätestens ab 1028 auch die Münzstätte von Breisach zur Verfügung.,Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/a8d7983d1a19ef55ed434dcfb2365d98b6bdbbe1.jpg,objects/a8d7983d1a19ef55ed434dcfb2365d98b6bdbbe1.jpg,
m37979,abb37979,"Basel, bischöfliche Münzstätte. Adalbero II. (reg. 999–1025), Pfennig (Denar), 0,69 g, Durchmesser 21,9 mm, Avers",Die offizielle Münzprägung der Basler Bischöfe setzt erst um 1010−1020 mit Bischof AdalberoII ein. Das königliche Münzrecht muss um die Zeit zwischen 1006 und 1014 an den Basler Bischof übergegangen sein. Ausserdem stand den Bischöfen spätestens ab 1028 auch die Münzstätte von Breisach zur Verfügung.,Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2021.11.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1687 x 1689‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 2021.11., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/a8d7983d1a19ef55ed434dcfb2365d98b6bdbbe1.jpg,objects/a8d7983d1a19ef55ed434dcfb2365d98b6bdbbe1.jpg,objects/a8d7983d1a19ef55ed434dcfb2365d98b6bdbbe1.jpg,
m37979,abb37979,"Basel, bischöfliche Münzstätte. Adalbero II. (reg. 999–1025), Pfennig (Denar), 0,69 g, Durchmesser 21,9 mm, Revers",Die offizielle Münzprägung der Basler Bischöfe setzt erst um 1010−1020 mit Bischof AdalberoII ein. Das königliche Münzrecht muss um die Zeit zwischen 1006 und 1014 an den Basler Bischof übergegangen sein. Ausserdem stand den Bischöfen spätestens ab 1028 auch die Münzstätte von Breisach zur Verfügung.,Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2021.11.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1648 x 1680‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 2021.11., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/3d99c42110da196f4b51c99603991ac3293bdd4f.jpg,objects/3d99c42110da196f4b51c99603991ac3293bdd4f.jpg,objects/3d99c42110da196f4b51c99603991ac3293bdd4f.jpg,
abb37990,,"Basel, bischöfliche Münzstätte. Burkhard von Fenis (?) (reg. 1072–1107), Pfennig (Halbbrakteat oder Dünnpfennig), 0,45 g, Durchmesser 26,0 mm, Avers und Avers mit Umzeichnung",Die Verleihung der Bergbaurechte im ganzen Breisgau und insbesondere über die Silbergruben im Schwarzwald durch Kaiser Konrad II. ist für die Bischöfe von Basel von grosser Bedeutung.124 Sie kurbelte die Münzproduktion zusätzlich an. Dennoch scheinen nicht alle Bischöfe Münzen in ihrem Namen geprägt zu haben. Jedenfalls sind nach Theodoricus’ Münzen erst wieder Stücke mit dem Namen von Burkhard von Fenis (reg. 1072−1107) bekannt.,Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/a59a3e138773f8d7013eef236f58ca1c3a92c1cf.jpg,objects/a59a3e138773f8d7013eef236f58ca1c3a92c1cf.jpg,
m37990,abb37990,"Basel, bischöfliche Münzstätte. Burkhard von Fenis (?) (reg. 1072–1107), Pfennig (Halbbrakteat oder Dünnpfennig), 0,45 g, Durchmesser 26,0 mm, Avers",Die Verleihung der Bergbaurechte im ganzen Breisgau und insbesondere über die Silbergruben im Schwarzwald durch Kaiser Konrad II. ist für die Bischöfe von Basel von grosser Bedeutung.124 Sie kurbelte die Münzproduktion zusätzlich an. Dennoch scheinen nicht alle Bischöfe Münzen in ihrem Namen geprägt zu haben. Jedenfalls sind nach Theodoricus’ Münzen erst wieder Stücke mit dem Namen von Burkhard von Fenis (reg. 1072−1107) bekannt.,Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2004.344.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1288 x 1308‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 2004.344., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/a59a3e138773f8d7013eef236f58ca1c3a92c1cf.jpg,objects/a59a3e138773f8d7013eef236f58ca1c3a92c1cf.jpg,objects/a59a3e138773f8d7013eef236f58ca1c3a92c1cf.jpg,
m37990,abb37990,"Basel, bischöfliche Münzstätte. Burkhard von Fenis (?) (reg. 1072–1107), Pfennig (Halbbrakteat oder Dünnpfennig), 0,45 g, Durchmesser 26,0 mm, Avers mit Umzeichnung",Die Verleihung der Bergbaurechte im ganzen Breisgau und insbesondere über die Silbergruben im Schwarzwald durch Kaiser Konrad II. ist für die Bischöfe von Basel von grosser Bedeutung.124 Sie kurbelte die Münzproduktion zusätzlich an. Dennoch scheinen nicht alle Bischöfe Münzen in ihrem Namen geprägt zu haben. Jedenfalls sind nach Theodoricus’ Münzen erst wieder Stücke mit dem Namen von Burkhard von Fenis (reg. 1072−1107) bekannt.,Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2004.344.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪808 x 772‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 2004.344., Foto  Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/6b024c69bb4d976eb1f4c3020572a45fe758304c.png,objects/6b024c69bb4d976eb1f4c3020572a45fe758304c.jpg,objects/6b024c69bb4d976eb1f4c3020572a45fe758304c.jpg,
abb37993,,"Basel, königliche Münzstättte. Rudolf von Habsburg (reg. 1273– 1291), Pfennig (Brakteat), 0,14 g, Durchmesser 15,6 mm, Avers und Avers mit Umzeichnung","Die viereckigen, dünnen Münzen wurden in der zweiten Hälfte des 13. Jahrhunderts durch runde Pfennige schwankenden Gewichts ersetzt, die dann bis zur Münzreform von 1274 geprägt wurden. Dazu findet man in den Basler Annalen des Jahres 1274 den Eintrag: «König Rudolf von Habsburg führte eine neue Münze ein, versehen mit dem Zeichen des gekrönten Königs». Diese Beschreibung passt zu zwei bemerkenswerten, nun wieder viereckigen Pfennigen, die «eine gekrönte Königsbüste umrahmt von zwei Türmen» zeigen.",Mittelalter,"Sieber-Lehmann, Claudius/Schwarz, Peter-Andrew (Hg.): Eine Bischofsstadt zwischen Oberrhein und Jura. 800 – 1273. Basel 2024 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/8d967e7cf16b704922a888ed6db6d484739d72e2.jpg,objects/8d967e7cf16b704922a888ed6db6d484739d72e2.jpg,
m37993,abb37993,"Basel, königliche Münzstättte. Rudolf von Habsburg (reg. 1273– 1291), Pfennig (Brakteat), 0,14 g, Durchmesser 15,6 mm, Avers","Die viereckigen, dünnen Münzen wurden in der zweiten Hälfte des 13. Jahrhunderts durch runde Pfennige schwankenden Gewichts ersetzt, die dann bis zur Münzreform von 1274 geprägt wurden. Dazu findet man in den Basler Annalen des Jahres 1274 den Eintrag: «König Rudolf von Habsburg führte eine neue Münze ein, versehen mit dem Zeichen des gekrönten Königs». Diese Beschreibung passt zu zwei bemerkenswerten, nun wieder viereckigen Pfennigen, die «eine gekrönte Königsbüste umrahmt von zwei Türmen» zeigen.",Mittelalter,,,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2016.11.",,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,‪1270 x 1156‬,de,,"CC-BY-SA 4.0, Historisches Museum Basel, Inv. 2016.11., Foto Alwin Seiler",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/8d967e7cf16b704922a888ed6db6d484739d72e2.jpg,objects/8d967e7cf16b704922a888ed6db6d484739d72e2.jpg,objects/8d967e7cf16b704922a888ed6db6d484739d72e2.jpg,
